# albicilla	T_albicilla_22581,T_albicilla_22591,T_albicilla_22592,T_albicilla_22611,T_albicilla_85104,T_albicilla_85105
# chloris	T_chloris_12584,T_chloris_12606,T_chloris_13960,T_chloris_14446,T_chloris_20983,T_chloris_22075,T_chloris_23253,T_chloris_23630,T_chloris_23632,T_chloris_24382,T_chloris_24727
# colonus	T_colonus_2003089,T_colonus_2003097,T_colonus_2004070
# leucopygius	T_leucopygius_32019,T_leucopygius_32037,T_leucopygius_34505,T_leucopygius_34508,T_leucopygius_DOT6654
# sanctus	T_sanctus_14877,T_sanctus_14879,T_sanctus_24565,T_sanctus_25117,T_sanctus_33267,T_sanctus_34636,T_sanctus_34659,T_sanctus_35549,T_sanctus_72545,T_sanctus_7567,T_sanctus_B29435,T_sanctus_B32637,T_sanctus_B33280,T_sanctus_B34636,T_sanctus_B34659,T_sanctus_B34946,T_sanctus_B43266,T_sanctus_B50292,T_sanctus_B50543,T_sanctus_B51072,T_sanctus_B53055,T_sanctus_B53068,T_sanctus_B54673,T_sanctus_B57402,T_sanctus_B59372,T_sanctus_B60180,T_sanctus_B60181,T_sanctus_B60182,T_sanctus_B60183,T_sanctus_B60184,T_tristrami_33839,T_tristrami_33858,T_tristrami_33864,T_tristrami_33867,T_tristrami_33895
# saurophagus	T_saurophagus_18929,T_saurophagus_27804,T_saurophagus_36179,T_saurophagus_36283,T_saurophagus_36284,T_saurophagus_69666
# sordidus	T_sordidus_B33717,T_sordidus_B33718,T_sordidus_B33719,T_sordidus_B33720,T_sordidus_B44198,T_sordidus_B44295,T_sordidus_B44296,T_sordidus_B51462
# tristrami	T_tristrami_18953,T_tristrami_27723,T_tristrami_27752,T_tristrami_27792,T_tristrami_27793,T_tristrami_32049,T_tristrami_33253,T_tristrami_36188,T_tristrami_6704
# Locus ID	Chr	BP	Pop ID	N	Haplotype Cnt	Gene Diversity	Smoothed Gene Diversity	Smoothed Gene Diversity P-value	Haplotype Diversity	Smoothed Haplotype Diversity	Smoothed Haplotype Diversity P-value	HWE P-value	HWE P-value SE	Haplotypes
229	Pseudo1A_dna	32660667	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
230	Pseudo1A_dna	32661033	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:12
230	Pseudo1A_dna	32661033	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:22
230	Pseudo1A_dna	32661033	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:6
230	Pseudo1A_dna	32661033	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
230	Pseudo1A_dna	32661033	sanctus	70	2	0.26874	0.00000	0.00000	0.26874	0.00000	0.00000	0.00000	0.00000	A:11;C:59
230	Pseudo1A_dna	32661033	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:12
230	Pseudo1A_dna	32661033	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
230	Pseudo1A_dna	32661033	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:18
231	Pseudo1A_dna	33838377	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
231	Pseudo1A_dna	33838377	chloris	22	2	0.36797	0.00000	0.00000	0.36797	0.00000	0.00000	0.00000	0.00000	G:17;T:5
231	Pseudo1A_dna	33838377	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:6
231	Pseudo1A_dna	33838377	leucopygius	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:8
231	Pseudo1A_dna	33838377	sanctus	68	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:68
231	Pseudo1A_dna	33838377	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
231	Pseudo1A_dna	33838377	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
231	Pseudo1A_dna	33838377	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:18
232	Pseudo1A_dna	33838791	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
232	Pseudo1A_dna	33838791	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:22
232	Pseudo1A_dna	33838791	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
232	Pseudo1A_dna	33838791	leucopygius	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
232	Pseudo1A_dna	33838791	sanctus	68	2	0.05795	0.00000	0.00000	0.05795	0.00000	0.00000	0.00000	0.00000	A:66;G:2
232	Pseudo1A_dna	33838791	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
232	Pseudo1A_dna	33838791	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
232	Pseudo1A_dna	33838791	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
233	Pseudo1A_dna	34605983	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:12
233	Pseudo1A_dna	34605983	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:22
233	Pseudo1A_dna	34605983	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:6
233	Pseudo1A_dna	34605983	leucopygius	10	2	0.35556	0.00000	0.00000	0.35556	0.00000	0.00000	0.00000	0.00000	A:2;G:8
233	Pseudo1A_dna	34605983	sanctus	66	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:66
233	Pseudo1A_dna	34605983	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:12
233	Pseudo1A_dna	34605983	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
233	Pseudo1A_dna	34605983	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
234	Pseudo1A_dna	34606389	albicilla	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:8
234	Pseudo1A_dna	34606389	chloris	20	2	0.44211	0.00000	0.00000	0.44211	0.00000	0.00000	0.00000	0.00000	C:14;T:6
234	Pseudo1A_dna	34606389	colonus	6	2	0.33333	0.00000	0.00000	0.33333	0.00000	0.00000	0.00000	0.00000	C:5;T:1
234	Pseudo1A_dna	34606389	leucopygius	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:8
234	Pseudo1A_dna	34606389	sanctus	68	2	0.05795	0.00000	0.00000	0.05795	0.00000	0.00000	0.00000	0.00000	C:2;T:66
234	Pseudo1A_dna	34606389	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
234	Pseudo1A_dna	34606389	sordidus	16	2	0.23333	0.00000	0.00000	0.23333	0.00000	0.00000	0.00000	0.00000	C:14;T:2
234	Pseudo1A_dna	34606389	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
235	Pseudo1A_dna	34748181	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
235	Pseudo1A_dna	34748181	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:22
235	Pseudo1A_dna	34748181	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
235	Pseudo1A_dna	34748181	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
235	Pseudo1A_dna	34748181	sanctus	68	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:68
235	Pseudo1A_dna	34748181	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
235	Pseudo1A_dna	34748181	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
235	Pseudo1A_dna	34748181	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:18
236	Pseudo1A_dna	34748554	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:12
236	Pseudo1A_dna	34748554	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:22
236	Pseudo1A_dna	34748554	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:6
236	Pseudo1A_dna	34748554	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
236	Pseudo1A_dna	34748554	sanctus	64	2	0.26786	0.00000	0.00000	0.26786	0.00000	0.00000	0.00000	0.00000	C:54;T:10
236	Pseudo1A_dna	34748554	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:12
236	Pseudo1A_dna	34748554	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
236	Pseudo1A_dna	34748554	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:18
237	Pseudo1A_dna	35240328	albicilla	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:8
237	Pseudo1A_dna	35240328	chloris	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
237	Pseudo1A_dna	35240328	colonus	4	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:4
237	Pseudo1A_dna	35240328	leucopygius	8	2	0.42857	0.00000	0.00000	0.42857	0.00000	0.00000	0.00000	0.00000	A:2;C:6
237	Pseudo1A_dna	35240328	sanctus	66	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:66
237	Pseudo1A_dna	35240328	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
237	Pseudo1A_dna	35240328	sordidus	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:14
237	Pseudo1A_dna	35240328	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
238	Pseudo1A_dna	36015396	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
238	Pseudo1A_dna	36015396	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:20
238	Pseudo1A_dna	36015396	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
238	Pseudo1A_dna	36015396	leucopygius	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
238	Pseudo1A_dna	36015396	sanctus	54	2	0.03704	0.00000	0.00000	0.03704	0.00000	0.00000	0.00000	0.00000	A:53;G:1
238	Pseudo1A_dna	36015396	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
238	Pseudo1A_dna	36015396	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
238	Pseudo1A_dna	36015396	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
239	Pseudo1A_dna	37651756	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
239	Pseudo1A_dna	37651756	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:22
239	Pseudo1A_dna	37651756	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
239	Pseudo1A_dna	37651756	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
239	Pseudo1A_dna	37651756	sanctus	68	2	0.02941	0.00000	0.00000	0.02941	0.00000	0.00000	0.00000	0.00000	G:1;T:67
239	Pseudo1A_dna	37651756	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
239	Pseudo1A_dna	37651756	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
239	Pseudo1A_dna	37651756	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
240	Pseudo1A_dna	37652137	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
240	Pseudo1A_dna	37652137	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:20
240	Pseudo1A_dna	37652137	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
240	Pseudo1A_dna	37652137	leucopygius	8	2	0.25000	0.00000	0.00000	0.25000	0.00000	0.00000	0.00000	0.00000	C:1;T:7
240	Pseudo1A_dna	37652137	sanctus	68	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:68
240	Pseudo1A_dna	37652137	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
240	Pseudo1A_dna	37652137	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
240	Pseudo1A_dna	37652137	tristrami	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:14
241	Pseudo1A_dna	37827477	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:12
241	Pseudo1A_dna	37827477	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:22
241	Pseudo1A_dna	37827477	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:6
241	Pseudo1A_dna	37827477	leucopygius	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:8
241	Pseudo1A_dna	37827477	sanctus	58	2	0.09982	0.00000	0.00000	0.09982	0.00000	0.00000	0.00000	0.00000	C:55;T:3
241	Pseudo1A_dna	37827477	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
241	Pseudo1A_dna	37827477	sordidus	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:14
241	Pseudo1A_dna	37827477	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
242	Pseudo1A_dna	38007503	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:12
242	Pseudo1A_dna	38007503	chloris	20	2	0.10000	0.00000	0.00000	0.10000	0.00000	0.00000	0.00000	0.00000	G:19;T:1
242	Pseudo1A_dna	38007503	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:6
242	Pseudo1A_dna	38007503	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
242	Pseudo1A_dna	38007503	sanctus	64	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:64
242	Pseudo1A_dna	38007503	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:12
242	Pseudo1A_dna	38007503	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
242	Pseudo1A_dna	38007503	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
243	Pseudo1A_dna	38007852	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
243	Pseudo1A_dna	38007852	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:22
243	Pseudo1A_dna	38007852	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
243	Pseudo1A_dna	38007852	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
243	Pseudo1A_dna	38007852	sanctus	62	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:62
243	Pseudo1A_dna	38007852	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
243	Pseudo1A_dna	38007852	sordidus	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:14
243	Pseudo1A_dna	38007852	tristrami	16	2	0.53333	0.00000	0.00000	0.53333	0.00000	0.00000	0.00000	0.00000	C:8;T:8
244	Pseudo1A_dna	38589015	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
244	Pseudo1A_dna	38589015	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:20
244	Pseudo1A_dna	38589015	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
244	Pseudo1A_dna	38589015	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
244	Pseudo1A_dna	38589015	sanctus	66	2	0.16783	0.00000	0.00000	0.16783	0.00000	0.00000	0.00000	0.00000	A:60;G:6
244	Pseudo1A_dna	38589015	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
244	Pseudo1A_dna	38589015	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:16
244	Pseudo1A_dna	38589015	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:18
245	Pseudo1A_dna	39948018	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
245	Pseudo1A_dna	39948018	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:22
245	Pseudo1A_dna	39948018	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
245	Pseudo1A_dna	39948018	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
245	Pseudo1A_dna	39948018	sanctus	60	2	0.03333	0.00000	0.00000	0.03333	0.00000	0.00000	0.00000	0.00000	G:1;T:59
245	Pseudo1A_dna	39948018	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
245	Pseudo1A_dna	39948018	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
245	Pseudo1A_dna	39948018	tristrami	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:14
246	Pseudo1A_dna	39948355	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
246	Pseudo1A_dna	39948355	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:22
246	Pseudo1A_dna	39948355	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
246	Pseudo1A_dna	39948355	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:10
246	Pseudo1A_dna	39948355	sanctus	64	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:64
246	Pseudo1A_dna	39948355	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
246	Pseudo1A_dna	39948355	sordidus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
246	Pseudo1A_dna	39948355	tristrami	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:14
247	Pseudo1A_dna	40354224	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:10
247	Pseudo1A_dna	40354224	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:20
247	Pseudo1A_dna	40354224	colonus	4	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:4
247	Pseudo1A_dna	40354224	leucopygius	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:6
247	Pseudo1A_dna	40354224	sanctus	68	2	0.13828	0.00000	0.00000	0.13828	0.00000	0.00000	0.00000	0.00000	A:5;G:63
247	Pseudo1A_dna	40354224	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:12
247	Pseudo1A_dna	40354224	sordidus	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:14
247	Pseudo1A_dna	40354224	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	G:18
248	Pseudo1A_dna	40354620	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
248	Pseudo1A_dna	40354620	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:22
248	Pseudo1A_dna	40354620	colonus	4	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:4
248	Pseudo1A_dna	40354620	leucopygius	6	2	0.60000	0.00000	0.00000	0.60000	0.00000	0.00000	0.00000	0.00000	C:3;T:3
248	Pseudo1A_dna	40354620	sanctus	66	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:66
248	Pseudo1A_dna	40354620	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
248	Pseudo1A_dna	40354620	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:16
248	Pseudo1A_dna	40354620	tristrami	18	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:18
249	Pseudo1A_dna	41804181	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:12
249	Pseudo1A_dna	41804181	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:20
249	Pseudo1A_dna	41804181	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:6
249	Pseudo1A_dna	41804181	leucopygius	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
249	Pseudo1A_dna	41804181	sanctus	66	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:66
249	Pseudo1A_dna	41804181	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:10
249	Pseudo1A_dna	41804181	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	C:16
249	Pseudo1A_dna	41804181	tristrami	14	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	T:14
250	Pseudo1A_dna	41804598	albicilla	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
250	Pseudo1A_dna	41804598	chloris	20	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:20
250	Pseudo1A_dna	41804598	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
250	Pseudo1A_dna	41804598	leucopygius	10	2	0.55556	0.00000	0.00000	0.55556	0.00000	0.00000	0.00000	0.00000	A:5;G:5
250	Pseudo1A_dna	41804598	sanctus	68	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:68
250	Pseudo1A_dna	41804598	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
250	Pseudo1A_dna	41804598	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
250	Pseudo1A_dna	41804598	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
251	Pseudo1A_dna	42690828	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
251	Pseudo1A_dna	42690828	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:22
251	Pseudo1A_dna	42690828	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
251	Pseudo1A_dna	42690828	leucopygius	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:8
251	Pseudo1A_dna	42690828	sanctus	68	2	0.18745	0.00000	0.00000	0.18745	0.00000	0.00000	0.00000	0.00000	A:61;G:7
251	Pseudo1A_dna	42690828	saurophagus	10	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:10
251	Pseudo1A_dna	42690828	sordidus	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
251	Pseudo1A_dna	42690828	tristrami	16	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:16
252	Pseudo1A_dna	42691225	albicilla	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
252	Pseudo1A_dna	42691225	chloris	22	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:22
252	Pseudo1A_dna	42691225	colonus	6	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:6
252	Pseudo1A_dna	42691225	leucopygius	8	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:8
252	Pseudo1A_dna	42691225	sanctus	70	2	0.08323	0.00000	0.00000	0.08323	0.00000	0.00000	0.00000	0.00000	A:67;G:3
252	Pseudo1A_dna	42691225	saurophagus	12	1	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	0.00000	A:12
